,Questions,Queries
3317,"Sau khi được thành lập, Đảng In-đô-nê-xi-a ở châu Á - Thái Bình Dương đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đảng In-đô-nê-xi-a""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""châu Á - Thái Bình Dương""
match (e1)-[:ban_hanh]-(c)
return c"
3318,"Sau khi được thành lập, Đảng Cộng Sản Việt Nam ở Tây Âu đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đảng Cộng Sản Việt Nam""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Tây Âu""
match (e1)-[:ban_hanh]-(c)
return c"
3319,"Sau khi được thành lập, chính quyền Ngô Đình Diệm ở thực dân Anh đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""chính quyền Ngô Đình Diệm""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""thực dân Anh""
match (e1)-[:ban_hanh]-(c)
return c"
3320,"Sau khi được thành lập, Đảng Quốc dân đại hội ở Thái Nguyên đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đảng Quốc dân đại hội""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Thái Nguyên""
match (e1)-[:ban_hanh]-(c)
return c"
3321,"Sau khi được thành lập, Liên minh vì tiến bộ ở Ki-ép đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Liên minh vì tiến bộ""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Ki-ép""
match (e1)-[:ban_hanh]-(c)
return c"
3322,"Sau khi được thành lập, nhà Nguyên ở Đông Nam Á đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""nhà Nguyên""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Đông Nam Á""
match (e1)-[:ban_hanh]-(c)
return c"
3323,"Sau khi được thành lập, Vương triều Tây Ban Nha ở thị xã Đồng Hới đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Vương triều Tây Ban Nha""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""thị xã Đồng Hới""
match (e1)-[:ban_hanh]-(c)
return c"
3324,"Sau khi được thành lập, phái chủ chiến ở Mĩ Latinh đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""phái chủ chiến""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Mĩ Latinh""
match (e1)-[:ban_hanh]-(c)
return c"
3325,"Sau khi được thành lập, Chính phủ Ru-dơ-ven ở bán đảo Mã Lai đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Chính phủ Ru-dơ-ven""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""bán đảo Mã Lai""
match (e1)-[:ban_hanh]-(c)
return c"
3326,"Sau khi được thành lập, Vương triều Mô-gôn ở Xa-ra-tô-ga đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Vương triều Mô-gôn""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Xa-ra-tô-ga""
match (e1)-[:ban_hanh]-(c)
return c"
3327,"Sau khi được thành lập, Đảng Quốc dân đại hội ở Việt Nam Dân chủ Cộng hòa đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đảng Quốc dân đại hội""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Việt Nam Dân chủ Cộng hòa""
match (e1)-[:ban_hanh]-(c)
return c"
3328,"Sau khi được thành lập, Đầu tháng 12 - 1953 ở Ô-đét-xa đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đầu tháng 12 - 1953""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Ô-đét-xa""
match (e1)-[:ban_hanh]-(c)
return c"
3329,"Sau khi được thành lập, Chính phủ lâm thời nước Việt Nam Dân chủ Cộng hòa ở Điện Xmô-nưi đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Chính phủ lâm thời nước Việt Nam Dân chủ Cộng hòa""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Điện Xmô-nưi""
match (e1)-[:ban_hanh]-(c)
return c"
3330,Hội nghị thành lập Liên minh phát xít diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Liên minh phát xít""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3331,Hội nghị thành lập Liên minh nhân dân Việt - Miên - Lào diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Liên minh nhân dân Việt - Miên - Lào""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3332,Hội nghị thành lập Liên minh vì tiến bộ diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Liên minh vì tiến bộ""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3333,Hội nghị thành lập Quốc dân đảng diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Quốc dân đảng""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3334,Hội nghị thành lập Nhà Mãn Thanh diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Nhà Mãn Thanh""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3335,Hội nghị thành lập Chính phủ tư sản lâm thời diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Chính phủ tư sản lâm thời""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3336,Hội nghị thành lập Đảng Lập hiến diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Đảng Lập hiến""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3337,Hội nghị thành lập Ủy ban Khởi nghĩa Hà Nội diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Ủy ban Khởi nghĩa Hà Nội""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3338,Hội nghị thành lập Mặt trận Liên hiệp quốc dân Việt Nam diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Mặt trận Liên hiệp quốc dân Việt Nam""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3339,Hội nghị thành lập Liên bang Cộng hoà xã hội chủ nghĩa Xô viết diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Liên bang Cộng hoà xã hội chủ nghĩa Xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3340,Hội nghị thành lập Hội Liên Việt diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Hội Liên Việt""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3341,Hội nghị thành lập Ủy ban Việt Minh tỉnh Cao Bằng diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Ủy ban Việt Minh tỉnh Cao Bằng""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3342,Hội nghị thành lập triều đình HUế diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""triều đình HUế""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3343,Hội nghị thành lập Vương triều Mô-gôn diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Vương triều Mô-gôn""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3344,Hội nghị thành lập phái chủ chiến diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""phái chủ chiến""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3345,Hội nghị thành lập Mặt trận Lào Ítxala diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Mặt trận Lào Ítxala""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3346,Hội nghị thành lập Nhà nước Cộng hòa dân chủ Đức diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Nhà nước Cộng hòa dân chủ Đức""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3347,Hội nghị thành lập triều đình diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""triều đình""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3348,Hội nghị thành lập Chính phủ Pháp diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Chính phủ Pháp""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3349,Hội nghị thành lập phái Giacôbanh diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""phái Giacôbanh""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3350,Hội nghị thành lập Đảng Cộng sản Mã Lai diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Đảng Cộng sản Mã Lai""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3351,Hội nghị thành lập Liên bang Cộng hòa xã hội chủ nghĩa Xô viết diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Liên bang Cộng hòa xã hội chủ nghĩa Xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3352,Hội nghị thành lập tập đoàn quân phiệt Bắc Dương diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""tập đoàn quân phiệt Bắc Dương""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3353,Hội nghị thành lập An Nam Cộng sản đảng diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""An Nam Cộng sản đảng""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3354,Hội nghị thành lập Tống diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Tống""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3355,Hội nghị thành lập Girôngđanh diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Girôngđanh""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3356,Hội nghị thành lập vương triều Tiền Lê diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""vương triều Tiền Lê""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3357,Hội nghị thành lập Tổng bộ Việt Minh diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Tổng bộ Việt Minh""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3358,Hội nghị thành lập Hội những người lao động trí óc Đông Dương diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Hội những người lao động trí óc Đông Dương""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3359,Hội nghị thành lập triều đại phương Bắc diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""triều đại phương Bắc""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3360,Hội nghị thành lập Liên hiệp đấu tranh giải phóng giai cấp công nhân diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Liên hiệp đấu tranh giải phóng giai cấp công nhân""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3361,Hội nghị thành lập Tổng hội đồng kinh tế diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Tổng hội đồng kinh tế""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3362,Hội nghị thành lập liên quân phong kiến Áo - Phổ diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""liên quân phong kiến Áo - Phổ""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3363,Hội nghị thành lập Chính phủ Trung Hoa Dân quốc diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Chính phủ Trung Hoa Dân quốc""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3364,Hội nghị thành lập Mặt trận dân tộc thống nhất chống Nhật diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Mặt trận dân tộc thống nhất chống Nhật""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3365,Hội nghị thành lập Chính phủ ta diễn ra ở đâu?,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Chính phủ ta""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
3366,"tháng 8/1961, nhân dân Vécxai đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""tháng 8/1961"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Vécxai"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3367,"năm 1892, nhân dân Ca-vi-tô đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""năm 1892"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Ca-vi-tô"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3368,"Ngày 21 - 12 - 1873, nhân dân Sơn Nam hạ đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""Ngày 21 - 12 - 1873"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Sơn Nam hạ"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3369,"tháng 9 - 1949, nhân dân Quảng Yên đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""tháng 9 - 1949"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Quảng Yên"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3370,"tháng 7 - 1921, nhân dân Bờ Biển Vàng đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""tháng 7 - 1921"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Bờ Biển Vàng"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3371,"tháng 12 - 1886, nhân dân Thực dân Pháp đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""tháng 12 - 1886"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Thực dân Pháp"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3372,"ngày 2 - 4 - 1871, nhân dân Mĩ đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""ngày 2 - 4 - 1871"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Mĩ"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3373,"Năm 603, nhân dân Ma-đa-ga-xca đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""Năm 603"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Ma-đa-ga-xca"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3374,"Ngày 13 - 3 - 1954, nhân dân Thủ đô Pê-tơ-rô-grát đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""Ngày 13 - 3 - 1954"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Thủ đô Pê-tơ-rô-grát"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3375,"ngày 3 - 3 - 1918, nhân dân thị xã Thái Nguyên đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""ngày 3 - 3 - 1918"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""thị xã Thái Nguyên"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3376,"giữa thế kỉ XVI, nhân dân hầm chỉ huy đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""giữa thế kỉ XVI"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""hầm chỉ huy"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
3377,"tháng 2 - 1930, nhân dân châu thành Long Biên đã nổi dậy khởi nghĩa giành chính quyền từ trong tay của","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""tháng 2 - 1930"" 
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""châu thành Long Biên"" 
match (e)-[:doi_tuong_bi_tan_cong]-(c) 
return c"
